Time,True time, Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z, Pressure,delta t
seconds,seconds, deg/s, deg/s, deg/s, m/s^2, m/s^2, m/s^2, PSI,seconds
78.448,78.448,-5.2,1,-0.6,-0.48,9.82,-0.08,99210,0.055
78.502,78.502,-5.1,1,-0.6,-0.47,9.83,-0.09,99212,0.054
78.556,78.556,-5.1,0.9,-0.4,-0.43,9.8,0,99216,0.054
78.611,78.611,-4.7,0.8,-0.7,-0.45,9.81,-0.06,99211,0.055
78.665,78.665,-5,0.8,-0.2,-0.46,9.83,-0.11,99212,0.054
78.719,78.719,-4.9,1,-0.4,-0.45,9.84,-0.04,99212,0.054
78.773,78.773,-4.9,0.7,-0.8,-0.42,9.82,-0.04,99210,0.054
78.828,78.828,-4.8,1,-0.3,-0.46,9.85,-0.09,99212,0.055
78.882,78.882,-5.1,0.6,-0.6,-0.44,9.8,-0.04,99214,0.054
78.936,78.936,-5.2,1,-0.5,-0.44,9.84,-0.07,99216,0.054
78.991,78.991,-4.8,1.1,-0.5,-0.43,9.79,-0.13,99210,0.055
79.045,79.045,-5.1,0.8,-0.7,-0.45,9.86,-0.09,99212,0.054
79.149,79.149,-5.1,0.9,-0.3,-0.46,9.81,-0.06,99212,0.104
79.203,79.203,-4.8,0.6,-0.4,-0.42,9.81,-0.12,99211,0.054
79.258,79.258,-5.1,0.7,-0.2,-0.44,9.84,-0.07,99216,0.055
79.312,79.312,-5.3,1,-0.1,-0.44,9.86,-0.1,99210,0.054
79.366,79.366,-5,0.9,-0.6,-0.45,9.84,-0.04,99215,0.054
79.42,79.42,-5,0.8,-0.5,-0.42,9.84,-0.07,99211,0.054
79.475,79.475,-5.2,0.8,-0.5,-0.44,9.81,-0.1,99214,0.055
79.529,79.529,-5,0.9,-0.5,-0.45,9.83,-0.02,99210,0.054
79.583,79.583,-5.1,0.8,-0.2,-0.39,9.82,-0.07,99215,0.054
79.641,79.641,-5.1,1.1,-0.7,-0.43,9.83,-0.1,99214,0.058
79.696,79.696,-5,0.6,-0.5,-0.47,9.82,-0.06,99211,0.055
79.75,79.75,-5.2,1,-0.7,-0.4,9.84,0.02,99211,0.054
79.804,79.804,-5.2,0.8,-0.3,-0.47,9.86,-0.07,99214,0.054
79.858,79.858,-5,0.9,-0.5,-0.46,9.87,-0.08,99213,0.054
79.913,79.913,-5.2,1,-0.5,-0.48,9.86,-0.06,99216,0.055
79.967,79.967,-5,1,-0.6,-0.46,9.82,-0.05,99214,0.054
80.021,80.021,-5.2,0.8,-0.4,-0.43,9.82,-0.11,99214,0.054
80.076,80.076,-5.2,0.8,-0.5,-0.46,9.82,-0.06,99212,0.055
80.13,80.13,-5.2,0.7,-0.5,-0.4,9.81,-0.04,99214,0.054
80.184,80.184,-5.1,0.8,-0.4,-0.46,9.86,-0.06,99218,0.054
80.239,80.239,-4.9,0.9,-0.8,-0.43,9.84,-0.08,99213,0.055
80.293,80.293,-5.1,1,-0.5,-0.43,9.82,-0.04,99212,0.054
80.347,80.347,-4.9,0.7,-0.4,-0.46,9.84,-0.1,99211,0.054
80.401,80.401,-4.8,1.1,-0.7,-0.42,9.84,-0.11,99214,0.054
80.456,80.456,-5,0.9,-0.8,-0.47,9.84,-0.04,99212,0.055
80.51,80.51,-5,0.9,-0.6,-0.5,9.83,-0.02,99215,0.054
80.564,80.564,-5,1,-0.6,-0.43,9.83,-0.07,99212,0.054
80.619,80.619,-5,0.8,-0.6,-0.45,9.82,-0.12,99214,0.055
80.673,80.673,-4.8,0.6,-0.5,-0.49,9.84,-0.08,99215,0.054
80.727,80.727,-5.2,0.9,-0.2,-0.45,9.84,-0.09,99216,0.054
80.782,80.782,-4.8,0.8,-0.4,-0.44,9.82,-0.04,99213,0.055
80.836,80.836,-5.1,1.1,-0.5,-0.45,9.82,-0.07,99214,0.054
80.894,80.894,-5.2,0.7,-0.8,-0.43,9.81,-0.06,99214,0.058
80.948,80.948,-4.9,1,-0.4,-0.43,9.82,-0.08,99215,0.054
81.002,81.002,-5.3,0.9,-0.4,-0.43,9.84,-0.02,99214,0.054
81.056,81.056,-5,1,-0.4,-0.47,9.83,-0.07,99216,0.054
81.11,81.11,-5,0.8,-0.4,-0.45,9.83,-0.03,99214,0.054
81.164,81.164,-5,0.8,-0.5,-0.44,9.82,-0.04,99213,0.054
81.218,81.218,-4.8,1,-0.3,-0.46,9.82,-0.08,99214,0.054
81.272,81.272,-4.9,1.1,-0.7,-0.45,9.82,-0.09,99216,0.054
81.326,81.326,-5.2,4.2,-0.6,-0.74,10.07,0.71,99214,0.054
81.38,81.38,-5.2,-0.4,-0.5,-0.43,9.5,-0.24,99215,0.054
81.434,81.434,-5.3,2.4,-0.3,-0.32,9.85,0.1,99216,0.054
81.538,81.538,-5.2,1.7,-0.6,-0.76,9.81,0.1,99216,0.104
81.592,81.592,-4.1,4.1,0.4,-0.89,9.66,-0.09,99214,0.054
81.646,81.646,-5,4.1,1.3,0.12,11.27,-0.07,99212,0.054
81.7,81.7,-6.5,0.5,0.1,-0.06,20.08,-0.82,99215,0.054
81.754,81.754,-2.6,20.6,2,0.46,33.19,-0.56,99210,0.054
81.808,81.808,-0.6,43.3,2.1,1.04,39.23,-0.56,99211,0.054
81.862,81.862,-5,37.2,-1.5,-1.71,39.23,-3.04,99209,0.054
81.917,81.917,-11.5,2.5,-2.9,-0.02,39.23,-3.62,99202,0.055
81.971,81.971,-11.8,38.9,-2.6,3.72,39.23,-7.71,99195,0.054
82.025,82.025,-1.7,65.7,-5.3,0.94,39.23,-0.22,99182,0.054
82.079,82.079,2.5,63.1,-2,0.48,39.23,-0.13,99171,0.054
82.136,82.136,6.4,58,-1.9,0.4,39.23,0.06,99156,0.057
82.191,82.191,8.8,48.8,0,0.44,39.23,0.15,99132,0.055
82.245,82.245,8.8,37.7,4.3,0.14,39.23,-0.13,99118,0.054
82.299,82.299,8.1,24.4,10.6,0.03,39.23,-0.11,99099,0.054
82.353,82.353,8.7,11.5,14.2,-0.27,39.23,0.09,99073,0.054
82.408,82.408,9.2,-2.2,15.2,-0.25,39.23,0.39,99052,0.055
82.511,82.511,3.7,-33.4,11.2,-0.28,39.23,0.77,98999,0.103
82.565,82.565,-1.6,-46.5,8.4,-0.37,39.23,0.71,98975,0.054
82.619,82.619,-8.1,-57.6,6.6,-0.39,39.23,0.85,98944,0.054
82.674,82.674,-15.7,-70.3,3.9,-0.17,39.23,0.4,98912,0.055
82.728,82.728,-20.4,-87.5,2.1,-0.64,39.23,0.36,98882,0.054
82.782,82.782,-20.7,-112.3,0.3,-0.68,39.23,0.09,98851,0.054
82.836,82.836,-16.9,-133.3,4.1,-1.38,39.23,-0.21,98817,0.054
82.891,82.891,-11,-160,2.2,-1.49,39.23,0.07,98778,0.055
82.945,82.945,-9.8,-186.8,-3.5,-1.53,39.23,-0.03,98742,0.054
82.999,82.999,-7.7,-205.6,-7.1,-1.2,39.23,-0.25,98705,0.054
83.053,83.053,-5.4,-219.7,-7.3,-0.53,39.23,0.49,98671,0.054
83.108,83.108,-3.2,-222.2,-6.1,-1.22,39.23,0.81,98631,0.055
83.162,83.162,-4.7,-224.3,-7.2,-1.41,39.23,0.78,98568,0.054
83.216,83.216,-12.8,-235.2,-7.4,-0.71,39.23,0.18,98526,0.054
83.271,83.271,-18.4,-241.1,-3.1,-1.81,39.23,0.36,98491,0.055
83.325,83.325,-11.3,-246.4,1.1,-1.06,39.23,0.71,98452,0.054
83.379,83.379,-5.7,-244.1,0.9,-1.05,39.23,0.18,98402,0.054
83.437,83.437,-5.8,-250,-0.4,-0.62,39.23,-0.29,98355,0.058
83.491,83.491,-10.5,-250,0.1,-1.48,39.23,0.76,98307,0.054
83.545,83.545,-10.5,-250,1.5,-2.23,38.9,1.38,98259,0.054
83.6,83.6,-14.3,-250,0.4,-2.44,38.15,-0.18,97535,0.055
83.654,83.654,-7.5,-250,-5.4,-1.99,37.99,-0.09,98158,0.054
83.708,83.708,-7.5,-250,-10,-1.94,37.29,0.26,98114,0.054
83.763,83.763,-7.3,-250,-7.1,-1.12,37.31,-1.22,98051,0.055
83.817,83.817,-13.7,-250,5.3,-2.2,37.28,0.38,97995,0.054
83.871,83.871,-5.3,-250,8.7,-1.67,36.8,0.06,97943,0.054
83.926,83.926,-10,-250,5.7,-0.85,35.45,-1.17,97885,0.055
83.98,83.98,-16.2,-250,-3.5,-2.24,35.54,0.35,97835,0.054
84.034,84.034,-18.5,-250,-10.3,-1.66,34.66,-0.48,97782,0.054
84.088,84.088,-8.9,-250,-7,-1.28,34.13,-0.62,97724,0.054
84.143,84.143,-6.6,-250,-2.5,-0.65,33.6,-0.92,97666,0.055
84.197,84.197,-13.9,-250,-3.5,-1.05,33.18,-0.67,97608,0.054
84.251,84.251,-9,-250,-2,-1.78,33.69,-0.59,97552,0.054
84.306,84.306,-4.7,-250,-4.5,-2.21,32.31,0.03,97494,0.055
84.36,84.36,-9.7,-250,-3.3,-2.88,32.98,0,97429,0.054
84.414,84.414,-13.7,-250,2.8,-4.58,32.69,-0.39,97369,0.054
84.468,84.468,-18.7,-250,-2.3,-2.99,32.47,-0.6,97301,0.054
84.523,84.523,-15,-250,-1.8,-1.42,32.59,-0.64,97215,0.055
84.577,84.577,-14.3,-250,-0.5,-1.4,30.94,-1.41,97155,0.054
84.631,84.631,-9.2,-250,-1.8,-3.12,29.65,-0.87,97093,0.054
84.699,84.699,-21.3,-250,-3,-2.61,30.41,-0.75,97001,0.068
84.753,84.753,-21.1,-250,-5.4,-2.94,22.16,0.29,96962,0.054
84.808,84.808,-2.7,-250,-4.3,-4.52,-12.09,-0.7,96922,0.055
84.862,84.862,-4.9,-250,-0.8,-4.03,-12.5,0.84,96867,0.054
84.916,84.916,-12.5,-250,8.4,-2.94,-12.57,0.77,96808,0.054
84.97,84.97,-12.1,-250,13.2,-4.5,-12.16,1.21,96745,0.054
85.073,85.073,-8.2,-250,-11.1,-4.77,-11.77,-0.02,96634,0.103
85.128,85.128,-14.9,-250,-8.4,-3.75,-11.62,0.02,96580,0.055
85.182,85.182,-12,-250,-2.1,-3.6,-11.44,-0.59,96521,0.054
85.236,85.236,-7.2,-250,-2.1,-3.56,-11.01,-0.34,96479,0.054
85.291,85.291,-7.7,-250,-0.6,-3.56,-10.82,0.45,96428,0.055
85.345,85.345,-15.1,-250,4.7,-2.92,-10.63,-0.09,96380,0.054
85.399,85.399,-19.2,-250,7.4,-3.47,-10.17,0.6,96332,0.054
85.454,85.454,-13.8,-250,6.5,-4.07,-9.97,0.25,96277,0.055
85.508,85.508,-22,-250,0.9,-3.75,-9.55,-0.27,96231,0.054
85.562,85.562,-20.5,-250,0.5,-3.17,-9.55,0.11,95497,0.054
85.616,85.616,-11.6,-250,1.7,-3.04,-9.18,0.73,96135,0.054
85.671,85.671,-14.6,-250,3.4,-3.38,-8.69,-0.26,96069,0.055
85.725,85.725,-16.8,-250,-0.5,-3.13,-8.57,0.05,96021,0.054
85.779,85.779,-13.2,-250,0.5,-3.02,-8.37,0.81,95972,0.054
85.834,85.834,-15.7,-250,0.5,-3,-8.03,0.55,95928,0.055
85.938,85.938,-22.4,-250,-3,-2.55,-7.98,0.38,95834,0.104
85.992,85.992,-15.8,-250,-1.1,-2.72,-7.44,-0.6,95792,0.054
86.046,86.046,-15.2,-250,-0.1,-2.55,-7.4,-0.14,95756,0.054
86.098,86.098,-11.2,-250,0.1,-2.96,-7.04,-0.13,95713,0.052
86.152,86.152,-13.9,-250,-1.9,-2.31,-7.17,-0.08,95670,0.054
86.206,86.206,-15.3,-250,1.3,-2.84,-6.61,0.37,95623,0.054
86.26,86.26,-18.2,-250,3.1,-2.31,-6.57,-0.01,95579,0.054
86.314,86.314,-13.9,-250,5.9,-2.2,-6.51,0.17,95538,0.054
86.368,86.368,-15.3,-250,5.4,-2.2,-6.34,0.22,95497,0.054
86.422,86.422,-14.9,-250,3.4,-2.46,-6.03,0.29,95459,0.054
86.476,86.476,-16.1,-250,1.3,-2.63,-5.87,-0.06,95418,0.054
86.53,86.53,-14.6,-250,-1,-2.84,-5.68,0.25,95384,0.054
86.584,86.584,-14.9,-250,-4.9,-2.18,-5.59,-0.05,95343,0.054
86.638,86.638,-13.2,-250,-5.2,-1.72,-5.43,-0.38,95308,0.054
86.692,86.692,-12.9,-250,0.2,-2.21,-5.46,0.13,95270,0.054
86.747,86.747,-12.8,-250,2.5,-1.94,-5.32,-0.4,95239,0.055
86.801,86.801,-5.2,-250,1.4,-2.11,-5.21,0.19,95175,0.054
86.855,86.855,-6.9,-250,-3.3,-2.49,-4.91,0.22,95142,0.054
86.909,86.909,-11.8,-250,-6.5,-1.95,-4.88,0.52,95103,0.054
86.963,86.963,-17.2,-250,-6.7,-1.62,-4.72,0.18,95066,0.054
87.017,87.017,-15.5,-250,-1.9,-1.62,-4.49,-0.06,95047,0.054
87.071,87.071,-12.5,-250,1.7,-1.53,-4.27,-0.2,95005,0.054
87.125,87.125,-9.4,-250,2.5,-1.59,-4.19,0.16,94974,0.054
87.179,87.179,-8.1,-250,0.5,-1.53,-4.19,0.49,94935,0.054
87.233,87.233,-9.8,-250,0.7,-1.53,-3.93,0.41,94903,0.054
87.287,87.287,-14.7,-250,2.6,-1.28,-3.81,0.19,94870,0.054
87.345,87.345,-16.3,-247.3,5.2,-1.49,-3.87,0.29,94843,0.058
87.399,87.399,-17.2,-250,4.6,-1.7,-3.77,0.41,94122,0.054
87.453,87.453,-16,-250,0.7,-1.6,-3.7,0,94773,0.054
87.508,87.508,-16.1,-250,-2,-1.76,-3.46,0.02,94731,0.055
87.562,87.562,-17.3,-250,-4,-1.39,-3.5,0.12,94705,0.054
87.616,87.616,-15,-250,-1.4,-1.43,-3.33,-0.35,94670,0.054
87.67,87.67,-10.1,-250,-0.1,-1.22,-3.32,-0.33,94644,0.054
87.725,87.725,-6.6,-250,-0.4,-1.27,-3.21,0.11,94609,0.055
87.779,87.779,-6.3,-250,-1.1,-1.04,-3.03,-0.2,94579,0.054
87.833,87.833,-5.5,-243.4,-0.4,-0.98,-2.94,0.19,94551,0.054
87.888,87.888,-5.7,-227.9,2.9,-1,-2.82,-0.23,94523,0.055
87.942,87.942,-5.2,-217.1,3.6,-1.07,-2.78,0.07,94495,0.054
87.996,87.996,-5.9,-210.9,2.8,-1.13,-2.61,-0.22,94468,0.054
88.05,88.05,-7.5,-208.1,0.4,-1.08,-2.75,0.04,94440,0.054
88.105,88.105,-8.1,-206.1,-0.6,-0.95,-2.65,0.15,94412,0.055
88.159,88.159,-9.3,-200.4,-1,-1.03,-2.38,0.03,94384,0.054
88.213,88.213,-10,-195.6,-1.3,-1.2,-2.37,0.17,94363,0.054
88.267,88.267,-10.2,-193.2,-2.2,-0.86,-2.35,-0.17,94324,0.054
88.322,88.322,-9,-192.7,-2.9,-0.76,-2.22,0.13,94303,0.055
88.376,88.376,-8.4,-190.7,-4.3,-0.94,-2.24,0,94274,0.054
88.43,88.43,-8.8,-188.2,-4.3,-1.16,-2.02,0,94249,0.054
88.484,88.484,-10.5,-187.9,-5.8,-1.12,-2.04,0.35,94230,0.054
88.588,88.588,-12.1,-184,-8.1,-0.86,-1.85,0.13,94180,0.104
88.646,88.646,-12.8,-176.3,-6.4,-0.69,-1.81,0.07,94155,0.058
88.7,88.7,-11.4,-171.3,-4.4,-0.54,-1.74,-0.01,94132,0.054
88.754,88.754,-9.9,-166.8,-2.4,-0.47,-1.65,0.18,94110,0.054
88.808,88.808,-8.3,-161.1,0,-0.6,-1.63,0.03,94092,0.054
88.863,88.863,-7.1,-154.9,0.5,-0.32,-1.62,-0.03,94070,0.055
88.917,88.917,-5.9,-147.8,2.1,-0.53,-1.55,0.3,94048,0.054
88.971,88.971,-7.8,-138.4,4.6,-0.25,-1.54,0.31,94029,0.054
89.026,89.026,-10.5,-130.5,7.6,-0.48,-1.47,0.34,94015,0.055
89.08,89.08,-11.6,-125.4,9.3,-0.39,-1.4,0.3,93983,0.054
89.134,89.134,-12.9,-123.4,8.8,-0.45,-1.38,0.2,93960,0.054
89.188,89.188,-13.7,-124.5,7.2,-0.58,-1.3,0.25,93945,0.054
89.243,89.243,-14.3,-126.8,5,-0.55,-1.28,0.48,93920,0.055
89.347,89.347,-17.9,-129.7,0,-0.47,-1.11,0.28,93886,0.104
89.401,89.401,-20.3,-126,-1,-0.32,-1.1,0.18,93865,0.054
89.455,89.455,-21.7,-121.7,2.1,-0.18,-1.13,0.13,93852,0.054
89.51,89.51,-19.2,-117.1,5,-0.35,-1.03,0.2,93831,0.055
89.564,89.564,-16.4,-116.2,7.5,-0.28,-0.97,0.16,93816,0.054
89.618,89.618,-12.2,-114.7,7.8,-0.32,-0.95,0.05,93802,0.054
89.673,89.673,-9,-114.3,7.5,-0.21,-0.81,0.01,93782,0.055
89.727,89.727,-4.8,-115.1,7.9,-0.33,-0.79,0.08,93767,0.054
89.781,89.781,-0.5,-116.6,6.9,-0.47,-0.81,0.05,93748,0.054
89.836,89.836,1.2,-118.4,4.4,-0.39,-0.71,0.11,93730,0.055
89.89,89.89,2.5,-118.2,1.5,-0.29,-0.7,0.22,93717,0.054
89.948,89.948,1.2,-116.8,-0.7,-0.3,-0.62,0.07,93699,0.058
90.002,90.002,0,-114.6,-1.1,-0.19,-0.61,0.16,93684,0.054
90.056,90.056,-1,-110.5,0.3,-0.15,-0.52,-0.1,93670,0.054
90.111,90.111,-1.7,-106.5,2.7,-0.11,-0.51,-0.07,93656,0.055
90.165,90.165,-0.4,-101.9,5,-0.05,-0.41,0,93646,0.054
90.219,90.219,1.2,-97.7,6.6,-0.23,-0.34,0.09,93633,0.054
90.273,90.273,2.7,-95.6,7.2,-0.06,-0.34,0.06,93618,0.054
90.328,90.328,4.2,-93.5,7.2,-0.06,-0.35,0.04,93609,0.055
90.382,90.382,5.4,-92.8,6.5,-0.17,-0.37,0.05,93592,0.054
90.436,90.436,6.5,-92.5,5.3,-0.21,-0.28,-0.04,93583,0.054
90.491,90.491,7.5,-93.1,3.8,-0.3,-0.23,0.12,93571,0.055
90.545,90.545,7.3,-94.5,1,-0.31,-0.18,-0.03,93553,0.054
90.599,90.599,7.2,-97,-1.5,-0.33,-0.19,0.14,93540,0.054
90.654,90.654,6.2,-99.1,-4.3,-0.3,-0.13,-0.01,93528,0.055
90.708,90.708,4.7,-101.5,-6.9,-0.21,-0.2,0.11,93520,0.054
90.762,90.762,3.1,-103.6,-9.7,-0.23,-0.14,0.04,93508,0.054
90.816,90.816,1.4,-105.8,-11.6,-0.33,-0.13,-0.01,93504,0.054
90.871,90.871,0,-107.9,-12.8,-0.14,-0.15,0.16,93496,0.055
90.925,90.925,-1.3,-106.6,-13.6,-0.12,-0.06,0,93486,0.054
90.979,90.979,-1.8,-103.7,-11.9,-0.14,-0.11,0.07,93475,0.054
91.034,91.034,-1.8,-100.7,-10.5,-0.24,-0.04,0.08,93471,0.055
91.088,91.088,-1.9,-99,-9.5,-0.24,0,-0.01,93455,0.054
91.142,91.142,-2.2,-98.2,-9.2,-0.29,-0.02,0.13,93449,0.054
91.2,91.2,-2.3,-97.5,-10.5,-0.24,0.02,0.01,93439,0.058
4.246,95.50201102,-148,42.4,-118.6,-1.8,-7.46,3.97,93520,-86.954
4.3,95.55601102,-130.9,215.4,-40.4,-0.63,-9.67,2.65,93522,0.054
4.354,95.61001102,-111.7,250,49.9,-4.5,-11.09,4.63,93525,0.054
4.408,95.66401102,-39,-42.4,-87.2,-5.59,-10.85,5.06,93526,0.054
4.462,95.71801102,5.6,-250,-189.2,-4.7,-9.31,3.39,93527,0.054
4.566,95.82201102,16.6,-4.8,98.5,-0.77,-9.91,2.69,93532,0.104
4.62,95.87601102,-17,106.4,168.5,-4.85,-11.67,6.64,93535,0.054
4.674,95.93001102,-119.4,-250,22.4,-5.64,-10.01,6.28,93536,0.054
4.729,95.98501102,-175.4,-250,42.6,-1.47,-10.52,3.46,93542,0.055
4.783,96.03901102,-89.5,-56.1,234.9,-0.53,-11.75,3.89,93546,0.054
4.837,96.09301102,-14.4,-34.2,225.6,-3.86,-12.56,7.81,93547,0.054
4.891,96.14701102,-48.4,-250,62.9,-3.66,-9.61,6.37,93548,0.054
4.948,96.20401102,-177.2,-250,97.4,-0.72,-7.85,4.08,93560,0.057
5.003,96.25901102,-187.9,-66.8,156.7,-0.79,-7.53,3.8,93561,0.055
5.106,96.36201102,-49,-250,46.8,-2.79,-8.99,5.2,93565,0.103
5.16,96.41601102,-39,-250,15.3,-0.42,-10.14,4.63,93566,0.054
5.214,96.47001102,-82.3,66,86,0.7,-11.88,4.24,93571,0.054
5.269,96.52501102,-70.6,250,87.6,-2,-13.05,5.42,93575,0.055
5.323,96.57901102,28.2,197.5,-1.8,-1.98,-11.17,5.24,93574,0.054
5.377,96.63301102,82,161.6,-33.7,-1.36,-9.67,5.18,93579,0.054
5.431,96.68701102,-21.3,250,-2,-2.86,-8.63,5.23,93576,0.054
5.486,96.74201102,-186.2,181.3,-46.9,-4.13,-9.92,5.88,93580,0.055
5.54,96.79601102,-230.8,-78.3,-110,-3.04,-9.8,3.69,93586,0.054
5.594,96.85001102,-110.1,-191.5,-62.1,-2.29,-8.88,2.13,93583,0.054
5.649,96.90501102,57.3,-236.7,-6.5,-2.17,-7.83,2.4,93590,0.055
5.703,96.95901102,129.9,-250,11.1,-2.32,-8.55,3.59,93591,0.054
5.757,97.01301102,34.1,-144.3,57.4,-2.26,-7.52,4.53,93589,0.054
5.811,97.06701102,-126,-80.4,89.3,-2.55,-7.57,5.43,93599,0.054
5.866,97.12201102,-204.3,-160.2,61,-2.33,-9.46,5.41,93599,0.055
5.92,97.17601102,-157.7,-236.8,59.3,-2.38,-10.64,4.67,93599,0.054
5.974,97.23001102,-26.3,-250,65,-1.71,-10.85,4.14,93601,0.054
6.028,97.28401102,61.4,-180.6,84.4,-0.7,-10.97,4.78,93604,0.054
6.083,97.33901102,-11.3,34.1,122.2,-1.63,-10.15,6.09,93613,0.055
6.137,97.39301102,-137.7,7.7,78.2,-3.23,-9.73,6.38,93612,0.054
6.195,97.45101102,-191.3,-175.1,18.3,-2.32,-11.22,5.57,93615,0.058
6.249,97.50501102,-118.9,-157.4,25,-0.83,-11.24,4.05,93619,0.054
6.303,97.55901102,-14.8,-3.6,68.3,-0.96,-10.39,4.08,93619,0.054
6.358,97.61401102,9.7,74.9,86.1,-1.96,-9.26,5.17,93622,0.055
6.412,97.66801102,-49,2.4,45.9,-2.55,-8.94,5.91,93623,0.054
6.466,97.72201102,-145.5,-71.2,17.3,-2.32,-9.64,5.36,93624,0.054
6.521,97.77701102,-201.1,-69.6,39.6,-2.57,-11.79,4.92,93627,0.055
6.575,97.83101102,-130.8,-119.9,45.2,-2.12,-12.2,4.65,93631,0.054
6.629,97.88501102,-47.7,-138,56.2,-1.63,-9.35,4.24,93636,0.054
6.684,97.94001102,-40.8,-101.5,76.2,-1.51,-8.41,4.19,93633,0.055
6.738,97.99401102,-108.2,-27.5,102.3,-1.92,-8.22,4.81,93639,0.054
6.792,98.04801102,-210.4,-77,89,-3.14,-9.44,5.47,93640,0.054
6.846,98.10201102,-216.8,-250,67,-3.31,-9.56,4.42,93642,0.054
6.901,98.15701102,-126.8,-250,90,-2.48,-8.81,3.96,93645,0.055
6.955,98.21101102,-25.9,-250,106.9,-1.37,-9.5,3.91,93648,0.054
7.009,98.26501102,-8.3,-160.9,165.2,-0.4,-8.74,4.33,93650,0.054
7.064,98.32001102,-106.7,-15.3,178.5,-2.45,-9.4,6.14,93654,0.055
7.118,98.37401102,-175.9,-125.8,92.2,-1.77,-8.62,5.36,93653,0.054
7.172,98.42801102,-159.3,-182.8,49.9,-1.49,-8.1,4.01,93654,0.054
7.227,98.48301102,-65.5,-120.1,61.9,-0.3,-9.79,3.53,93659,0.055
7.281,98.53701102,50.6,61.9,101.4,-0.87,-10.25,4.39,93664,0.054
7.335,98.59101102,34.6,93.9,83.8,-2.85,-11,7.27,93666,0.054
7.393,98.64901102,-86,-52.7,-27.8,-1.96,-8.93,6.09,93666,0.058
7.447,98.70301102,-160.9,-19.8,-42.4,-1.33,-8.92,4.64,93672,0.054
7.502,98.75801102,-120,134.7,12.5,-1.27,-11.22,3.86,93677,0.055
7.556,98.81201102,-10.7,217.4,49.2,-3.1,-12.21,5.75,93674,0.054
7.61,98.86601102,30.3,-37.5,-35.2,-3.85,-11.2,6.58,93680,0.054
7.664,98.92001102,-66.3,-143.6,-63,-2.19,-8.78,4.87,93679,0.054
7.719,98.97501102,-152.3,-11.2,19.8,-1.72,-8.97,3.9,93687,0.055
7.773,99.02901102,-118.1,68.1,65.7,-2.33,-11.12,4.91,93688,0.054
7.827,99.08301102,-48.8,-98.3,22.8,-3.86,-11.68,6.03,93689,0.054
7.882,99.13801102,-34.4,-250,-36.4,-2.28,-11.3,5.05,93694,0.055
7.936,99.19201102,-98.4,-74.8,55,-0.94,-10.2,4.35,93694,0.054
7.99,99.24601102,-110.6,41.8,96.9,-2.15,-9.31,4.72,93694,0.054
8.094,99.35001102,-81.9,-241.5,18.4,-2.56,-10.2,4.91,93697,0.104
8.149,99.40501102,-81.7,-190.1,62.3,-1.56,-10.51,4.36,93704,0.055
8.203,99.45901102,-91.1,-62.8,115.5,-1.97,-11,5.2,93705,0.054
8.257,99.51301102,-92.6,-115.2,87,-2.41,-9.78,5.48,93707,0.054
8.312,99.56801102,-101.2,-195.4,55.3,-1.95,-9.37,4.7,93708,0.055
8.366,99.62201102,-107,-113.9,94.1,-1.44,-9.38,4.23,93708,0.054
8.42,99.67601102,-106.2,-57.1,129.9,-2.48,-9.53,4.93,93714,0.054
8.524,99.78001102,-92.1,-221.2,48.8,-1.69,-9.73,5.11,93717,0.104
8.579,99.83501102,-119.1,-102.2,96.2,-0.92,-8.58,4.37,93723,0.055
8.633,99.88901102,-116.5,-36.5,103.3,-1.72,-8.86,4.75,93724,0.054
8.691,99.94701102,-81.7,-127.1,54.3,-2.01,-8.82,4.96,93725,0.058
8.745,100.001011,-61,-159.5,32.3,-1.6,-8.5,4.64,93725,0.054
8.799,100.055011,-52.5,-97.3,41.8,-1.08,-7.93,4.51,93729,0.054
8.853,100.109011,-48.7,-18.8,48.8,-1.39,-8.14,4.83,93735,0.054
8.907,100.163011,-52.8,-5.4,36,-1.99,-7.93,5.14,93738,0.054
8.961,100.217011,-57.5,-86.2,9.1,-2.41,-8.97,5.69,93736,0.054
9.015,100.271011,-64.5,-100.4,-22.5,-0.96,-9.48,5.18,93741,0.054
9.069,100.325011,-66.9,36.4,-26.8,-0.89,-9.53,4.97,93740,0.054
9.123,100.379011,-61.2,138.5,-11.8,-2.06,-9.85,5.12,93748,0.054
9.177,100.433011,-55.3,104.3,-12.8,-3.14,-10.64,5.55,93747,0.054
9.231,100.487011,-38.9,-6.5,-44.1,-2.21,-10.65,5.57,93753,0.054
9.285,100.541011,-33.8,16.1,-34.2,-1.58,-9.63,4.74,93755,0.054
9.339,100.595011,-61.8,102.3,13,-2.31,-9.67,4.75,93761,0.054
9.393,100.649011,-83.3,43.8,10.1,-3.04,-10.84,5.7,93763,0.054
9.448,100.704011,-90.3,-108.7,-23.3,-3.1,-10.9,5.57,93765,0.055
9.502,100.758011,-83.7,-196.5,-26.7,-2.04,-10.64,4.75,93764,0.054
9.556,100.812011,-66.8,-121.8,22.9,-1.53,-9.99,4.34,93764,0.054
9.61,100.866011,-48.4,-90.4,47.8,-1.99,-9.45,4.74,93768,0.054
9.664,100.920011,-48.1,-137.7,36.4,-2.07,-9.23,4.87,93768,0.054
9.718,100.974011,-63.7,-146.4,36.1,-1.7,-8.52,4.33,93773,0.054
9.772,101.028011,-72.3,-105,61.6,-1.72,-8.78,4.12,93776,0.054
