Time,True time, Gyro X, Gyro Y, Gyro Z, Accel X, Accel Y, Accel Z, Pressure,delta t
seconds,seconds, deg/s, deg/s, deg/s, m/s^2, m/s^2, m/s^2, PSI,seconds
28.975,120.231011,-63.4,-250,143.7,-1.94,-9.29,5.25,94726,0.054
29.029,120.285011,-64.2,-250,171.9,-1.5,-9.23,4.99,94726,0.054
29.083,120.339011,-53.9,-250,191.2,-1.37,-9.4,5.01,94727,0.054
29.137,120.393011,-40.6,-250,204.8,-1.16,-9.29,4.97,94726,0.054
29.191,120.447011,-53.8,-250,194.8,-0.67,-9.98,5.1,94731,0.054
29.295,120.551011,-29.2,-171.6,153.9,-0.1,-9.44,4.03,94736,0.104
29.349,120.605011,1,-144.4,128.6,-0.52,-9.18,4.51,94741,0.054
29.404,120.660011,22.1,-150.8,79.4,0.31,-9.38,4.18,94742,0.055
29.458,120.714011,5.3,-55.9,54.4,0.52,-8.41,4.15,94744,0.054
29.512,120.768011,-22,60.2,44.5,0.28,-8.61,4.19,94746,0.054
29.566,120.822011,-31.9,97.7,13.8,-0.66,-9.3,5.1,94752,0.054
29.62,120.876011,-21.8,85.9,-21.8,-0.34,-8.85,4.6,94751,0.054
29.674,120.930011,-9.5,143.6,-26.2,-0.19,-8.94,4.63,94756,0.054
29.728,120.984011,-22,250,-1.5,-0.96,-9.06,5.12,94760,0.054
29.782,121.038011,-50.7,238.1,-22.9,-1.7,-9.17,5.65,94756,0.054
29.836,121.092011,-91.9,171.5,-25.6,-2.4,-9.66,5.53,94762,0.054
29.89,121.146011,-118.6,66.1,-7.9,-2.16,-9.8,4.95,94763,0.054
29.944,121.200011,-104.8,-11.4,25.1,-1.91,-9.55,4.92,94765,0.054
29.998,121.254011,-87.3,-106,63.4,-2.27,-10.24,5.5,94772,0.054
30.056,121.312011,-90.6,-241.2,96.6,-2.66,-10.19,5.75,94774,0.058
30.11,121.366011,-113.9,-250,143.2,-2.66,-10.42,5.85,94778,0.054
30.165,121.421011,-113.3,-250,197.6,-2.42,-10.04,5.74,94782,0.055
30.219,121.475011,-102.1,-250,231.7,-1.85,-10.45,5.79,94784,0.054
30.273,121.529011,-98.7,-250,239.3,-0.94,-10.08,5.2,94782,0.054
30.327,121.583011,-99.1,-250,250,-0.99,-10.36,5.1,94788,0.054
30.382,121.638011,-57.9,-250,216.9,-1.18,-10.34,4.87,94793,0.055
30.436,121.692011,11.7,-250,143.2,-0.42,-10.49,4.13,94795,0.054
30.49,121.746011,50.6,-250,100.4,1.02,-9.8,3.32,94797,0.054
30.544,121.800011,34.6,-48.5,85.4,1.67,-9.31,2.94,94797,0.054
30.599,121.855011,-9.2,153.6,72.6,0.51,-9.84,4.42,94799,0.055
30.653,121.909011,-41.3,157,-13.4,0.11,-9.98,4.78,94805,0.054
30.707,121.963011,-38.1,229,-54,0.07,-10.45,4.79,94806,0.054
30.762,122.018011,-26.5,250,-44,-0.8,-9.57,4.73,94808,0.055
30.816,122.072011,-52.8,250,-44,-2.83,-10.71,6.36,94814,0.054
30.87,122.126011,-72.1,250,-97.1,-3.1,-10.43,6.08,94814,0.054
30.924,122.180011,-79.8,141.2,-96.2,-2.02,-9.38,4.44,94818,0.054
30.979,122.235011,-84.8,152.8,-18.6,-2.15,-9.35,4.2,94824,0.055
31.033,122.289011,-97.8,45.9,25.6,-3.28,-10.64,4.98,94824,0.054
31.087,122.343011,-66.6,-245.7,23.2,-3.84,-10.47,4.81,94822,0.054
31.141,122.397011,-28.8,-250,42.4,-3.9,-9.52,4.01,94827,0.054
31.196,122.452011,4,-250,115.6,-2.29,-8.76,4.02,94827,0.055
31.25,122.506011,7.3,-250,185.7,-0.35,-8.32,5.02,94833,0.054
31.308,122.564011,-68.9,-217.2,205.9,-1.04,-7.78,5.91,94837,0.058
31.362,122.618011,-154.7,-250,183,-1.92,-8.38,6.17,94840,0.054
31.416,122.672011,-168.5,-250,155.4,-1.38,-9.08,5.06,94841,0.054
31.471,122.727011,-84.9,-250,121.6,-0.34,-10.59,3.71,94848,0.055
31.525,122.781011,43.7,-250,111.2,0.82,-11.26,2.98,94851,0.054
31.579,122.835011,116.7,-76.5,112.5,1.58,-11.11,3.54,94847,0.054
31.634,122.890011,39,119.6,97.1,0.5,-11.13,5.37,94851,0.055
31.688,122.944011,-58.4,112,-3.5,0.08,-11.61,5.39,94854,0.054
31.742,122.998011,-60.8,151.2,-63.9,0.67,-11.2,3.85,94859,0.054
31.797,123.053011,29.7,250,-15.6,0.21,-10.11,3.33,94864,0.055
31.851,123.107011,47.9,250,33.7,-2.86,-9.99,5.9,94862,0.054
31.905,123.161011,-20,204.6,-33.2,-3.77,-9.38,6.62,94869,0.054
31.959,123.215011,-113.3,-92.8,-83,-2.53,-8.65,5.02,94867,0.054
32.014,123.270011,-151.2,-76.1,-4.5,-0.71,-9.5,3.54,94872,0.055
32.068,123.324011,-97.2,26.5,97.5,-1.66,-9.42,4.1,94874,0.054
32.171,123.427011,13.6,-250,58.7,-2.94,-8.23,5.04,94875,0.103
32.225,123.481011,-46.1,-250,89.6,-1.71,-7.41,4.11,94881,0.054
32.28,123.536011,-73.2,-250,195.3,-0.83,-7.59,4.28,94886,0.055
32.334,123.590011,-76,-233.7,199,-1.54,-8.94,5.76,94888,0.054
32.388,123.644011,-91.8,-250,143.9,-2,-8.54,5.59,94885,0.054
32.443,123.699011,-106.9,-250,129.2,-0.1,-9.13,4.37,94895,0.055
32.497,123.753011,-94.5,-202.5,154.6,0.57,-9.54,3.57,94897,0.054
32.555,123.811011,-21.9,-94.9,151.1,-0.17,-9.6,4.31,94901,0.058
32.609,123.865011,22.1,-145,75,-0.17,-10.19,4.62,94903,0.054
32.663,123.919011,13.5,-115,12.9,1,-8.82,3.67,94904,0.054
32.718,123.974011,-28.7,83.4,6.1,1.39,-9.83,3.73,94903,0.055
32.821,124.077011,-17,250,-63.8,-0.37,-11.32,4.81,94912,0.103
32.875,124.131011,55.2,250,-85.7,-0.39,-10.67,4.87,94908,0.054
32.929,124.185011,56.1,250,-48.2,-1.88,-10.04,6,94917,0.054
32.984,124.240011,-43.3,250,-62,-3.06,-9.79,6.69,94924,0.055
33.038,124.294011,-134.6,78.8,-92.9,-2.16,-9.73,5.38,94924,0.054
33.092,124.348011,-151,59.4,-48,-1.22,-9.56,3.76,94932,0.054
33.146,124.402011,-95.8,107.6,34.1,-1.61,-9.42,3.71,94933,0.054
33.201,124.457011,-30.1,-20.3,68,-2.89,-10.11,4.78,94937,0.055
33.255,124.511011,6.6,-250,45.7,-3.05,-9.14,4.97,94936,0.054
33.309,124.565011,-17.5,-250,65.4,-2.05,-9.15,4.55,94940,0.054
33.364,124.620011,-38.7,-250,154,-1.24,-8.48,4.35,94943,0.055
33.418,124.674011,-53.3,-250,214.1,-2.41,-9.38,5.91,94943,0.054
33.472,124.728011,-74.7,-250,182.1,-2.52,-8.38,5.54,94945,0.054
33.526,124.782011,-89.2,-250,207.9,-1.08,-8.64,4.71,94948,0.054
33.581,124.837011,-88.7,-250,234.5,0.23,-9.17,3.91,94950,0.055
33.635,124.891011,-36.6,-166.7,239.6,-0.88,-11.3,5.14,94955,0.054
33.689,124.945011,27.1,-245.4,164.9,-0.82,-12.73,5.6,94959,0.054
33.744,125.000011,50.6,-183.3,123.2,0.9,-11.88,4.4,94955,0.055
33.798,125.054011,17.2,74.8,162.8,0.25,-11.21,4.87,94961,0.054
33.856,125.112011,-36.6,114.2,139.9,-1.6,-11,6.02,94967,0.058
33.91,125.166011,-49.3,-51.1,64.3,-1.35,-10.73,5.57,94967,0.054
33.964,125.220011,-39.5,-70,46.9,-0.03,-9.29,4.24,94969,0.054
34.018,125.274011,-23.1,51.1,71.6,0.19,-7.74,3.8,94966,0.054
34.072,125.328011,-12.7,105.2,69.5,-0.85,-8.79,5.06,94973,0.054
34.126,125.382011,-21.8,32.4,45.3,-1.84,-9.14,5.72,94974,0.054
34.18,125.436011,-41.4,-96.5,20.1,-1.41,-8.87,5.71,94974,0.054
34.234,125.490011,-74.5,-80.2,12.2,0.02,-8.68,4.71,94977,0.054
34.288,125.544011,-91.3,71.4,58.4,-0.62,-8.59,4.35,94983,0.054
34.342,125.598011,-108.2,124.5,88.6,-1.6,-9.71,5.48,94988,0.054
34.396,125.652011,-99.8,-13.8,48.1,-2.11,-9.65,5.71,94992,0.054
34.45,125.706011,-82.8,-154.9,38.8,-1.63,-9.86,5.28,94993,0.054
34.504,125.760011,-74.1,-98.8,103,-1.1,-10.42,5.27,94994,0.054
34.558,125.814011,-78.3,-68.8,149.7,-1.87,-10.48,5.99,94997,0.054
34.613,125.869011,-88.6,-192.4,136.3,-2.4,-10.34,6.57,95004,0.055
34.667,125.923011,-103.7,-250,104.4,-1.21,-10.52,5.92,95006,0.054
34.721,125.977011,-116,-193.9,160.2,-0.18,-11.14,5.01,95002,0.054
34.775,126.031011,-101,-72,214.4,-1.74,-11.78,5.94,95014,0.054
34.829,126.085011,-64.1,-171,174.4,-1.33,-10.91,5.91,95012,0.054
34.883,126.139011,-48.8,-224.3,122.7,-0.35,-10.85,5.37,95017,0.054
34.937,126.193011,-45.5,-51.9,167.4,-0.06,-9.69,4.52,95019,0.054
34.991,126.247011,-53.1,30.4,191.7,-1.83,-10.76,6.03,95024,0.054
35.049,126.305011,-36,-156.2,116.8,-1.72,-10.39,6.09,95024,0.058
35.103,126.359011,-26.3,-234.3,60.3,-0.2,-8.26,4.51,95029,0.054
35.157,126.413011,-40.7,-70.2,78.6,0.67,-7.43,3.77,95029,0.054
35.211,126.467011,-52.3,110.1,126.3,-0.73,-7.78,4.61,95036,0.054
35.266,126.522011,-50.2,48.9,75.2,-1.17,-8.32,5.66,95035,0.055
35.32,126.576011,-34.9,-117.1,-11.3,-1.26,-8.67,5.44,95040,0.054
35.374,126.630011,-39.8,-93.1,0.8,-0.36,-8.28,4.85,95043,0.054
35.429,126.685011,-76.6,87.1,47.1,0.15,-9.27,5.01,95042,0.055
35.532,126.788011,-87.7,13.6,8.2,-2.38,-10.27,6.11,95048,0.103
35.586,126.842011,-38,-138.5,-26,-0.96,-10.75,5.56,95050,0.054
35.64,126.896011,-10.6,-54.5,1.2,0.13,-10.11,4.85,95056,0.054
35.694,126.950011,-27.8,122.7,74.2,-1.43,-10.34,5.86,95060,0.054
35.749,127.005011,-74.4,31.2,73.4,-3.03,-11.46,7.27,95062,0.055
35.803,127.059011,-92.2,-204.9,2.6,-1.69,-11.13,6.32,95064,0.054
35.857,127.113011,-95.1,-150.2,29.5,-0.16,-10.32,4.36,95071,0.054
35.912,127.168011,-61.9,38.2,136.1,-1.3,-10.15,5.03,95071,0.055
35.966,127.222011,-43.9,-54.2,130,-2.46,-10.48,6.49,95072,0.054
36.02,127.276011,-38.4,-250,44.1,-1.59,-10.44,6.16,95076,0.054
36.074,127.330011,-70.8,-189.8,68.7,0.36,-9.04,4.24,95076,0.054
36.129,127.385011,-65.8,10.5,147.5,-0.83,-9.52,4.74,95085,0.055
36.183,127.439011,-47.6,-35.3,140.4,-2.28,-10.82,6.33,95088,0.054
36.237,127.493011,-23.9,-250,55.6,-1.82,-9.65,5.83,95091,0.054
36.345,127.601011,-59.6,19.7,115.4,0.26,-8.67,4.2,95097,0.108
36.399,127.655011,-59.2,87.1,110.7,-1.05,-9.99,5.62,95097,0.054
36.454,127.710011,-32.9,-62.3,43.7,-1.72,-10.05,5.94,95101,0.055
36.508,127.764011,-17.3,-156.1,5.4,-0.43,-10.15,4.98,95105,0.054
36.562,127.818011,-19.2,39.1,77,-0.09,-9.24,4.6,95107,0.054
36.616,127.872011,-41,127,104.3,-1.29,-10.2,5.92,95111,0.054
36.671,127.927011,-69.2,19.4,69.2,-2.16,-9.32,5.99,95115,0.055
36.725,127.981011,-78.8,-174.1,27.5,-1.95,-8.79,5.31,95111,0.054
36.779,128.035011,-77.8,-171.6,70.5,-0.87,-8.58,4.31,95115,0.054
36.834,128.090011,-54.6,-100.4,111.2,-0.59,-8.61,4.7,95120,0.055
36.888,128.144011,-44.4,-91.7,102.8,-0.88,-8.82,5.4,95118,0.054
36.942,128.198011,-49.5,-154.6,70.2,-1.42,-7.87,5.22,95126,0.054
36.997,128.253011,-58.4,-194.5,68.4,-1.1,-8.27,5.01,95126,0.055
37.051,128.307011,-59.3,-152.1,97.4,-0.73,-9.41,5.21,95131,0.054
37.105,128.361011,-53.1,-127.5,75.5,-0.05,-9.62,5,95134,0.054
37.159,128.415011,-49.8,-63,57.6,-0.23,-9.26,4.85,95135,0.054
37.214,128.470011,-43.6,-10.8,63.8,-0.91,-10.29,5.48,95141,0.055
37.268,128.524011,-47.7,8.5,68,-1.05,-9.56,5.54,95143,0.054
37.322,128.578011,-50.4,-39.1,39,-0.81,-9.72,5.43,95148,0.054
37.377,128.633011,-40.3,-15.1,23,0.07,-8.73,4.49,95153,0.055
37.431,128.687011,-22.8,55.6,27.3,-0.33,-9.97,5.08,95150,0.054
37.485,128.741011,-12.1,82,29.4,-1.17,-10.13,5.77,95156,0.054
37.651,128.907011,-62.6,32,21.3,-0.65,-10.65,5.28,95165,0.166
37.705,128.961011,-61.9,57.6,43.5,-1.38,-9.84,5.15,95165,0.054
37.759,129.015011,-51.8,-20.1,48.9,-1.89,-8.57,4.89,95173,0.054
37.814,129.070011,-25.7,-143.5,39.6,-1.54,-8.97,5.07,95175,0.055
37.868,129.124011,-12.2,-162,56.2,-0.85,-8.25,4.65,95175,0.054
37.922,129.178011,-21.5,-135.6,84.1,-1.35,-8.68,5.25,95176,0.054
37.976,129.232011,-36.9,-162.9,87,-1.4,-8.86,5.57,95183,0.054
38.031,129.287011,-50.1,-249.9,56.5,-1.41,-9.69,5.86,95186,0.055
38.085,129.341011,-57.3,-224.7,52.2,-0.2,-8.78,4.58,95185,0.054
38.139,129.395011,-54.6,-103.9,75.6,0.03,-9.19,4.65,95186,0.054
38.194,129.450011,-42.5,-20.8,70.3,-0.09,-9.49,4.82,95197,0.055
38.248,129.504011,-30.7,-7.3,39.6,-0.45,-8.98,4.82,95196,0.054
38.302,129.558011,-16.2,16.9,25,-0.34,-9.37,4.76,95203,0.054
38.357,129.613011,-10.6,71.8,27.2,-0.32,-8.92,4.82,95202,0.055
38.411,129.667011,-13.3,100.8,22.3,-0.69,-9.84,5.43,95201,0.054
38.465,129.721011,-35.3,78.2,0.2,-1.13,-9.97,5.83,95206,0.054
38.519,129.775011,-52.7,23,-15.3,-1.37,-10.98,5.58,95209,0.054
38.574,129.830011,-51.8,27,9.9,-1.22,-10.86,5.22,95214,0.055
38.628,129.884011,-32.5,35.4,40.3,-1.22,-9.92,4.93,95217,0.054
38.682,129.938011,-36.9,3.5,54.8,-1.37,-9.65,5.27,95221,0.054
38.737,129.993011,-58.3,-45.7,61.3,-1.31,-9.09,5.13,95216,0.055
38.791,130.047011,-84.6,-83.3,79.2,-1.41,-8.68,4.7,95223,0.054
38.849,130.105011,-88.6,-140.9,108.6,-1.82,-8.95,4.7,95222,0.058
38.903,130.159011,-58.1,-241.5,122.2,-2.01,-9.26,5.04,95228,0.054
38.957,130.213011,-31,-250,118.5,-1.59,-8.68,4.96,95231,0.054
39.011,130.267011,-29.8,-250,135.2,-0.82,-8.89,4.73,95230,0.054
39.065,130.321011,-52.3,-223.8,177,-1.26,-8.15,4.93,95232,0.054
39.119,130.375011,-69.8,-232.9,159.9,-0.71,-8.66,5.17,95234,0.054
39.173,130.429011,-78.3,-250,106.5,-0.56,-8.41,4.54,95239,0.054
39.227,130.483011,-49.6,-221.6,102.6,-0.13,-9.39,4.43,95247,0.054
39.281,130.537011,-7.8,-122.5,91.1,0.64,-8.94,3.8,95247,0.054
39.335,130.591011,0.3,-6,61.2,0.84,-8.97,4.14,95250,0.054
39.389,130.645011,-5.4,92.9,25.7,0.3,-9.75,4.86,95251,0.054
39.443,130.699011,-14,157.9,-3.4,-0.49,-9.86,5.36,95254,0.054
39.497,130.753011,-20.8,184.3,-24.7,-0.84,-10.38,5.55,95261,0.054
39.552,130.808011,-31.7,217.8,-29,-1.3,-10.64,5.74,95263,0.055
39.606,130.862011,-49.9,229.6,-22.5,-1.65,-10.82,5.67,95270,0.054
39.66,130.916011,-55.9,200.7,-11.9,-2.06,-10.52,5.61,95271,0.054
39.714,130.970011,-68.9,115.8,0.2,-2.37,-10.27,5.57,95271,0.054
39.768,131.024011,-91.3,-2.9,14,-2.42,-10.31,5.86,95274,0.054
39.822,131.078011,-115.3,-145.4,34.8,-2.46,-10.1,5.45,95277,0.054
39.876,131.132011,-107.5,-250,79.1,-2.42,-9.19,4.94,95278,0.054
39.93,131.186011,-78.4,-250,118.9,-2.51,-8,4.65,95282,0.054
39.984,131.240011,-46.4,-250,149.5,-1.91,-8.41,4.82,95285,0.054
40.038,131.294011,-37.9,-250,176.9,-1.03,-7.9,4.76,95287,0.054
40.096,131.352011,-69.2,-250,194.1,-0.67,-8.66,5.28,95290,0.058
40.15,131.406011,-95.5,-250,166.1,-0.84,-9.5,5.41,95293,0.054
40.204,131.460011,-96.4,-250,113.5,-0.59,-10.55,4.99,95294,0.054
40.259,131.515011,-49.2,-230.2,85.3,0.33,-10,3.73,95297,0.055
40.313,131.569011,21.6,-85.7,77.7,1.07,-10.59,3.36,95300,0.054
40.367,131.623011,68.7,83.1,72.8,1.05,-10.37,3.77,95299,0.054
40.421,131.677011,52.9,189.1,40.9,0.34,-10.42,5.07,95304,0.054
40.476,131.732011,10.5,215.5,-19.3,-0.62,-10.35,5.62,95310,0.055
40.53,131.786011,-17.4,231.2,-32.8,-1.37,-9.33,5.34,95306,0.054
40.584,131.840011,-48,239.1,-4.5,-2.24,-9.85,5.8,95312,0.054
40.639,131.895011,-67.1,134.4,-13,-2,-9.28,5.42,95316,0.055
40.693,131.949011,-59.9,8.3,-34.7,-1.68,-9.12,5.42,95319,0.054
40.747,132.003011,-59.9,-32.3,-10.8,-1.56,-8.96,4.83,95321,0.054
40.801,132.057011,-72.6,-52.5,43.6,-2.08,-9.38,5.25,95326,0.054
40.856,132.112011,-65.7,-164.5,64.2,-2.43,-8.95,5.57,95330,0.055
40.91,132.166011,-38.9,-250,63.7,-1.96,-8.4,5.08,95336,0.054
41.013,132.269011,-31.9,-243.7,123.3,-0.85,-8.31,5.09,95336,0.103
41.067,132.323011,-46.3,-201.5,133.8,-1.12,-8.82,5.62,95344,0.054
41.171,132.427011,-75.5,-250,74.5,-0.23,-9.48,5,95348,0.104
41.225,132.481011,-71,-131.5,71.4,0.73,-9.93,4.31,95354,0.054
41.279,132.535011,-32.6,18.3,71.8,0.45,-10.46,4.3,95352,0.054
41.334,132.590011,19.6,90.8,53.6,-0.11,-11,5.04,95355,0.055
41.392,132.648011,46.6,98.5,15.3,0.04,-11.38,5.74,95354,0.058
41.446,132.702011,4.8,192.1,3.6,-0.52,-10.7,5.95,95356,0.054
41.5,132.756011,-63.5,237.8,6,-1.93,-10.68,6.01,95365,0.054
41.555,132.811011,-94.9,167.2,-1.2,-2.29,-10.5,5.74,95365,0.055
41.609,132.865011,-80.8,47.8,3.1,-2.13,-10,5.23,95370,0.054
41.663,132.919011,-50.2,-37,32.9,-1.83,-9.76,5.22,95370,0.054
41.717,132.973011,-39.4,-109.9,60,-1.86,-8.38,5.26,95373,0.054
41.772,133.028011,-60.5,-196.1,79.6,-1.92,-7.8,5.13,95375,0.055
41.826,133.082011,-78.3,-250,102.1,-2.08,-7.67,4.98,95378,0.054
41.88,133.136011,-74.1,-250,132.2,-2.1,-8.3,5.05,95381,0.054
41.935,133.191011,-55.3,-250,141.2,-1.19,-9.29,5.18,95389,0.055
41.989,133.245011,-46.9,-250,131.5,-0.01,-8.3,4.33,95390,0.054
42.043,133.299011,-61.7,-175.6,136.2,0.23,-9.22,4.76,95388,0.054
42.098,133.354011,-73.6,-90.7,122,-0.38,-9.68,5.17,95392,0.055
42.152,133.408011,-70.2,-112.5,64.2,-0.32,-9.72,5.07,95395,0.054
42.206,133.462011,-51.7,-88.2,23,0.28,-10.09,4.47,95399,0.054
42.26,133.516011,-40.6,45.5,17.8,0.47,-9.16,4.08,95401,0.054
42.315,133.571011,-40.2,155.3,3.9,-0.31,-9.43,4.74,95406,0.055
42.369,133.625011,-44.1,126.5,-48.7,-0.89,-9.59,5.2,95402,0.054
42.423,133.679011,-44.3,85.6,-90.8,-1,-9.77,5.14,95407,0.054
42.478,133.734011,-31.7,142,-79.9,-0.88,-10.56,4.6,95408,0.055
42.532,133.788011,1,240.7,-30.2,-1.58,-10.98,4.87,95413,0.054
42.59,133.846011,25.6,199.6,-11,-2.43,-11.41,5.63,95414,0.058
42.644,133.900011,8.1,66.3,-18.6,-2.17,-10.58,5.44,95419,0.054
42.698,133.954011,-28.5,4.8,-2.8,-1.38,-9.63,4.56,95420,0.054
42.753,134.009011,-52.6,33.2,43.7,-1.23,-9.06,4.12,95423,0.055
42.807,134.063011,-32.3,-9.9,62.3,-1.57,-8.99,4.34,95429,0.054
42.861,134.117011,-1.1,-137.2,51.9,-1.82,-9.1,4.7,95426,0.054
42.916,134.172011,24.1,-248.6,42.4,-1.5,-8.77,4.43,95433,0.055
42.97,134.226011,17.1,-226.7,63.7,-0.75,-9.35,4.83,95438,0.054
43.024,134.280011,-10,-166.2,82.1,-0.52,-8.17,4.73,95432,0.054
43.078,134.334011,-37.4,-151.1,82.7,-1.18,-8.47,5.05,95440,0.054
43.133,134.389011,-49.5,-200.5,62.9,-0.95,-8.71,4.78,95445,0.055
43.187,134.443011,-31.3,-197.4,58.1,-0.39,-8.25,4.04,95445,0.054
43.241,134.497011,-4.6,-102.9,77,0.15,-8.54,3.91,95447,0.054
43.296,134.552011,5.9,-5.3,80.8,0.02,-8.72,4.47,95450,0.055
43.35,134.606011,-5.1,6.1,51.5,-0.4,-8.13,4.68,95451,0.054
43.404,134.660011,-22.7,-7,19,-0.53,-8.85,4.96,95456,0.054
43.459,134.715011,-37.4,2.9,10,-0.65,-9.47,5.06,95458,0.055
43.513,134.769011,-34.9,32.1,18.1,-0.67,-9.4,4.88,95463,0.054
43.567,134.823011,-21.2,27.5,18.4,-1.03,-9.77,5.25,95461,0.054
43.621,134.877011,-17.7,-11.5,3.3,-0.81,-9.11,4.97,95463,0.054
43.676,134.932011,-27.1,12.4,7.4,-0.48,-9.23,4.87,95468,0.055
43.73,134.986011,-42.9,76.9,28.5,-0.63,-8.76,4.57,95468,0.054
43.784,135.040011,-54.2,109,51.5,-1.31,-9.49,5.14,95469,0.054
43.842,135.098011,-51.3,33.7,44.9,-1.56,-9.24,5.09,95473,0.058
43.896,135.152011,-54.3,-30.4,57.5,-1.61,-9.9,5.27,95476,0.054
43.95,135.206011,-76.1,-71.2,86.5,-1.64,-9.26,4.78,95480,0.054
44.004,135.260011,-99.8,-120.8,123.8,-2.18,-9.8,5.21,95483,0.054
44.058,135.314011,-103,-247,137.4,-2.28,-9.44,5.39,95483,0.054
44.112,135.368011,-78.9,-250,152.1,-1.5,-9.05,4.91,95489,0.054
44.166,135.422011,-67.5,-250,188.7,-1.04,-8.79,4.87,95486,0.054
44.22,135.476011,-73.6,-232.9,224.6,-1.28,-9.18,5.08,95491,0.054
44.274,135.530011,-80,-250,235.1,-1.89,-9.04,5.55,95492,0.054
44.377,135.633011,-50.6,-250,183.3,-0.32,-9.79,4.47,95497,0.103
44.431,135.687011,-12.6,-167.4,201.2,-0.02,-9.33,4.37,95503,0.054
44.485,135.741011,11.8,-136.2,153.8,0.25,-9.56,4.56,95503,0.054
44.539,135.795011,-1.3,-104.9,86.6,0.53,-9.5,4.53,95505,0.054
44.593,135.849011,-9.7,-2.4,64.6,0.65,-8.24,3.96,95506,0.054
44.696,135.952011,-36.9,112.1,25.1,-0.27,-9.56,5.4,95513,0.103
44.75,136.006011,-51.1,106.3,-45.5,-0.03,-9.14,5.12,95517,0.054
44.804,136.060011,-47.4,197.9,-40.5,-0.52,-9.4,4.76,95517,0.054
44.858,136.114011,-53.5,250,0,-1.67,-9.73,5.78,95518,0.054
44.913,136.169011,-71.7,192.2,-51.3,-2.16,-10.54,6.69,95525,0.055
44.967,136.223011,-95.7,89.4,-59.6,-2.15,-10.24,5.49,95528,0.054
45.021,136.277011,-146.4,78.2,13.5,-2.28,-10.78,5.34,95532,0.054
45.075,136.331011,-143.5,1.4,58.2,-2.76,-11.81,5.98,95535,0.054
45.132,136.388011,-117,-232.6,66.1,-3.2,-11.61,6.24,95535,0.057
45.187,136.443011,-111,-250,118.1,-2.8,-11.15,5.76,95537,0.055
45.241,136.497011,-101.4,-250,186,-2.57,-10.83,5.87,95542,0.054
45.295,136.551011,-94.7,-250,232.4,-2.76,-10.78,6.01,95546,0.054
45.35,136.606011,-104,-250,247.6,-1.4,-9.83,5.33,95547,0.055
45.404,136.660011,-105.5,-250,250,-0.89,-8.62,4.32,95551,0.054
45.458,136.714011,-67.1,-250,250,-0.83,-9.95,4.64,95555,0.054
45.512,136.768011,-6.8,-250,193,-0.62,-10.38,4.67,95554,0.054
45.567,136.823011,23.1,-250,121.3,0.71,-10.45,3.87,95557,0.055
45.621,136.877011,20,-84.6,94.3,1.44,-9.34,3.06,95554,0.054
45.675,136.931011,16,108.6,76.8,1.01,-10.7,3.67,95558,0.054
45.729,136.985011,22.8,188.8,21.6,0.54,-10.35,4.26,95561,0.054
45.784,137.040011,23.8,240.1,-39.6,0.45,-9.39,4.4,95564,0.055
45.838,137.094011,18.6,250,-57.1,-1.04,-9.06,5.26,95571,0.054
45.892,137.148011,-20.9,250,-45.5,-2.88,-9.6,6.24,95576,0.054
45.946,137.202011,-92.9,193.6,-60.4,-2.74,-10.08,6.35,95575,0.054
46.001,137.257011,-111.4,49.5,-85,-1.51,-10.47,5.47,95581,0.055
46.055,137.311011,-90.4,106.2,-19.5,-1.41,-9.41,4.32,95583,0.054
46.109,137.365011,-83.9,98.4,48.5,-2.65,-9.44,4.84,95586,0.054
46.164,137.420011,-84.9,-136.7,48.7,-3.85,-10.23,5.77,95590,0.055
46.218,137.474011,-78.8,-250,42.1,-3.4,-9.52,5.35,95593,0.054
46.272,137.528011,-70.8,-250,118.6,-1.58,-9.42,4.85,95595,0.054
46.33,137.586011,-42.8,-250,200.2,-1.45,-8.26,5.19,95595,0.058
46.384,137.640011,-65.1,-250,212.1,-1.91,-8.8,6.07,95600,0.054
46.438,137.694011,-100.5,-250,190,-1.64,-9.24,5.94,95604,0.054
46.493,137.749011,-118.5,-250,148.6,0.06,-9.24,4.25,95605,0.055
46.547,137.803011,-78.5,-250,141.4,0.11,-10.83,3.99,95605,0.054
46.601,137.857011,22.7,-176,112.9,0.39,-10.64,3.96,95609,0.054
46.656,137.912011,64.9,-63.1,71.4,0.9,-9.77,4.02,95617,0.055
46.71,137.966011,25.4,73.2,25.6,1.26,-10.64,4.09,95616,0.054
46.764,138.020011,-19.2,243.5,-12.6,0.82,-10.61,4.31,95613,0.054
46.819,138.075011,-30,250,-67.1,-0.18,-9.84,4.72,95614,0.055
46.873,138.129011,4.8,250,-96.8,-1.59,-9.51,5.03,95626,0.054
46.927,138.183011,22.1,250,-91.6,-3.02,-9.66,5.89,95621,0.054
46.981,138.237011,-12.4,160.4,-97.2,-2.7,-10.01,5.85,95628,0.054
47.036,138.292011,-47.2,59,-87.9,-1.81,-10.62,5.46,95628,0.055
47.09,138.346011,-64.4,81.6,-25.9,-1.74,-10.24,4.67,95633,0.054
47.144,138.400011,-59.1,39,25,-2.49,-10.62,5.07,95637,0.054
47.199,138.455011,-36.2,-137.1,33,-2.71,-10.05,5.2,95641,0.055
47.253,138.509011,-30.4,-250,46.9,-2.04,-8.16,4.63,95642,0.054
47.307,138.563011,-43,-250,97.5,-1.05,-8.23,4.69,95640,0.054
